text,text_clean,language,source,label,severity
On side mattum tha crct tu solla kudathu,side mattum tha crct tu solla kudathu,English,whatsapp,,
Yan side yaarum illa,yan side yaarum illa,Tanglish,whatsapp,,
Ne crcta na data tha na onside nikuraen <This message was edited>,ne crcta na data tha na onside nikuraen message edited,English,whatsapp,,
Ithu yanna customer care ra? Satisfy thara,ithu yanna customer care ra satisfy thara,English,whatsapp,,
Logic illama pesatha bro,logic illama pesatha,Tanglish,whatsapp,,
Danish don't argue with him,danish argue,English,whatsapp,,
Na sirikura unnaku enna bro,sirikura unnaku enna,Tanglish,whatsapp,,
Bro don't spread hate,bro spread hate,English,whatsapp,,
This is not hate,hate,English,whatsapp,,
Seri da ne toxic ahh irru,ne toxic ahh irru,Tanglish,whatsapp,,
Nanu summ download panni paathe full padam,nanu summ download panni paathe full padam,English,whatsapp,,
Enaku vote eh illa da,enaku vote illa,Tanglish,whatsapp,,
One time watch??,one time watch,English,whatsapp,,
Seri piracy vendam,piracy vendam,Tanglish,whatsapp,,
It is promised to us in 3000 years✡️,promised us 3000 years,English,whatsapp,,
nithish tha case poduvan nama mela,nithish tha case poduvan nama mela,English,whatsapp,,
500cr box office collection waiting,500cr box office collection waiting,English,whatsapp,,
Straight from the source🥀,straight source,English,whatsapp,,
Janayagan cd enga mapla ?,janayagan cd enga mapla,Tanglish,whatsapp,,
Vettri ❌ தோல்வி ✅,Vettri தோல்வி,Tamil,whatsapp,,
@⁨Clg Ahamed Meeran Dhanish⁩ ennanga,clg ahamed meeran dhanish ennanga,English,whatsapp,,
வாவ்,வாவ்,Tamil,whatsapp,,
Enda punda 500 kodi enga 100 million dollars enga da,enda punda 500 kodi enga 100 million dollars enga,Tanglish,whatsapp,,
Ithu konjam fill panuga da,ithu konjam fill panuga,Tanglish,whatsapp,,
Enna da ithu 😂,enna ithu,Tanglish,whatsapp,,
தெரிந்தோ... தெரியாமலோ..... இந்த ஆண்டு.... உங்கள் மனது புண்படும்படி பதிவிட்டு இருந்தாலோ பேசி இருந்தாலோ.... அது ஒரு பெரிய விசயமே இல்லை ... ஏனெனில்.... உங்க வீட்டு காலண்டர் மாறலாம்... நாட்கள் மாறலாம்... நேரங்கள் மாறலாம்... சாப்பாடு மாறலாம்... தட்பவெப்ப நிலை மாறலாம்.... ஆட்சிகள் மாறலாம்.... டிவி சேனல்கள் மாறலாம்.... நான் மாற மாட்டேன்... ஏனெனில்.... அதைத்தான் 2026 லும் செய்யப்போகிறேன்........ நட்பும் அன்பும் தொடரட்டும்... 🙏,தெரிந்தோ... தெரியாமலோ..... இந்த ஆண்டு.... உங்கள் மனது புண்படும்படி பதிவிட்டு இருந்தாலோ பேசி இருந்தாலோ.... அது ஒரு பெரிய விசயமே இல்லை ... ஏனெனில்.... உங்க வீட்டு காலண்டர் மாறலாம்... நாட்கள் மாறலாம்... நேரங்கள் மாறலாம்... சாப்பாடு மாறலாம்... தட்பவெப்ப நிலை மாறலாம்.... ஆட்சிகள் மாறலாம்.... டிவி சேனல்கள் மாறலாம்.... நான் மாற மாட்டேன்... ஏனெனில்.... அதைத்தான் 2026 லும் செய்யப்போகிறேன்........ நட்பும் அன்பும் தொடரட்டும்...,Tamil,telegram,,
"வீட்டில் பிரிட்ஜ் இல்லாத நாட்களில் ஐஸ் வாட்டருக்காக ஏங்கி இருக்கிறேன்... இப்போது என் வீட்டிலும் ஏஸி, பிரிட்ஜ் இருக்கிறது. நம்ப மாட்டீர்கள்... வாங்கிய நாளிலிருந்து, இன்று வரை பிரிட்ஜில் வாட்டரை வைத்து குளிர்ச்சியாக்கி குடித்ததே இல்லை ... அங்குமிங்கும் பார்த்துப்பார்த்து, வீட்டில் வாங்கி வைத்த டைனிங் டேபிளில் இப்போதெல்லாம் உட்கார்ந்து சாப்பிடத் தோன்றுவதில்லை... அலுவலகம் மற்றும் வெளியிடங்களில் டேபிளில் அமர்ந்து சாப்பிட்டு அலுத்துப்போனவனுக்கு, வீட்டிலிருக்கும் போது தரையில் அமர்ந்து சாப்பிட்டால் மட்டுமே பரம திருப்தி.. சோஃபாவும் அப்படித்தான்.. பீட்ஸா, பர்கர்ன்னு என்றெல்லாம் விதவிதமான பேர்கள் சொல்லினாலும் கூட, என்ன இருந்தாலும் வாழை இலை சாப்பாட்டுக்கு இணையுண்டா' என்று கடைசியில் மனமாற்றம் அடைந்தவர்களில் நானும் ஒருவன்.. 8 GB RAM, Quardcore processor, 128 GB built-in memory என்று அனைத்துமே பார்த்து அதிக காசைப்போட்டு வாங்கிய மொபைல் போனில் வெறுமனே Facebook, WhatsAppல் மூழ்குவதை நினைத்து அவ்வப்போது சிரித்துக்கொள்வேன் ... ஆயிரம் பரிசோதனைகளைச் செய்து பார்த்த பிறகு வாங்கி வைத்தேன் ஒரு தொலைக்காட்சி பெட்டி.. ஆனால் இப்போதெல்லாம் நான் நாளொன்றுக்கு, இல்லை இல்லை .. வாரத்திற்கு ஒரு அரை மணிநேரம் டிவி பார்த்தாலே அது பெரிய விஷயம் .. கால மாற்றம் .... இப்போது கையிலேயே உலகத்தை காணும் வசதி இருக்கிறது .. அதற்காக ஒரு வருடத்திற்கு சந்தா கூட செலுத்தியாகி விட்டது... எல்லாம் இருந்தும், எதையும் சரிவர பயன்பாட்டுக்கு கொண்டு வருவதில்லை... பயன்படுத்துவதும் இல்லை ... வெத்து பந்தான்னு கூட சொல்லுவேன். அப்படித்தான் ஆகிப்போச்சி பொழப்பு ... அன்லிமிட்டட் சாப்பாட்டை வாங்கிவிட்டு அளவுச் சாப்பாடு சாப்பிடுபவனைப் போல அதை அளவாகத்தான் பயன்படுத்த முடிகிறது ... எல்லாவற்றையும் நினைத்துப்பார்த்தால்... எல்லாமே ஒரு மாயையாக தோன்றுகிறது ... இது ஒரு Duplicate வாழ்க்கை என்று நன்றாகவே உணர முடிகிறது ... வீட்டை மிதித்தவுடன் களைப்பில் 'சரி கொஞ்ச நேரம் கண்ணயரலாம்' என்ற நினைப்பில், தினசரி எனக்காகக் காத்திருக்கும் தலையனையைத்தான் கண்கள் தேடுகிறது ... இப்படியாக பல சுய பரிசோதனைகளின் வாயிலாக சில விஷயங்கள் உரைத்தன ... உணர்த்தவும் செய்தது .. இப்போது பண வரவு, சகல வசதிகளோடு இருந்தாலும், வாழ ஆசைப்படுவது என்னவோ நமது பழைய மனதுக்குப்பிடித்த நெருக்கமான வாழ்வைத்தான் ...! ஆயிரம் இருந்தும், வசதிகள் இருந்தும்.... நோ பீஸ் ஆப் மைண்ட் ... இதை படிச்சவங்களுக்கு புரியுதோ, புரியலையோ.. ஆனா அனுபவிச்சங்க இதை கண்டிப்பா உணருவாங்க ...!","வீட்டில் பிரிட்ஜ் இல்லாத நாட்களில் ஐஸ் வாட்டருக்காக ஏங்கி இருக்கிறேன்... இப்போது என் வீட்டிலும் ஏஸி, பிரிட்ஜ் இருக்கிறது. நம்ப மாட்டீர்கள்... வாங்கிய நாளிலிருந்து, இன்று வரை பிரிட்ஜில் வாட்டரை வைத்து குளிர்ச்சியாக்கி குடித்ததே இல்லை ... அங்குமிங்கும் பார்த்துப்பார்த்து, வீட்டில் வாங்கி வைத்த டைனிங் டேபிளில் இப்போதெல்லாம் உட்கார்ந்து சாப்பிடத் தோன்றுவதில்லை... அலுவலகம் மற்றும் வெளியிடங்களில் டேபிளில் அமர்ந்து சாப்பிட்டு அலுத்துப்போனவனுக்கு, வீட்டிலிருக்கும் போது தரையில் அமர்ந்து சாப்பிட்டால் மட்டுமே பரம திருப்தி.. சோஃபாவும் அப்படித்தான்.. பீட்ஸா, பர்கர்ன்னு என்றெல்லாம் விதவிதமான பேர்கள் சொல்லினாலும் கூட, என்ன இருந்தாலும் வாழை இலை சாப்பாட்டுக்கு இணையுண்டா' என்று கடைசியில் மனமாற்றம் அடைந்தவர்களில் நானும் ஒருவன்.. 8 GB RAM, Quardcore processor, 128 GB built-in memory என்று அனைத்துமே பார்த்து அதிக காசைப்போட்டு வாங்கிய மொபைல் போனில் வெறுமனே Facebook, WhatsAppல் மூழ்குவதை நினைத்து அவ்வப்போது சிரித்துக்கொள்வேன் ... ஆயிரம் பரிசோதனைகளைச் செய்து பார்த்த பிறகு வாங்கி வைத்தேன் ஒரு தொலைக்காட்சி பெட்டி.. ஆனால் இப்போதெல்லாம் நான் நாளொன்றுக்கு, இல்லை இல்லை .. வாரத்திற்கு ஒரு அரை மணிநேரம் டிவி பார்த்தாலே அது பெரிய விஷயம் .. கால மாற்றம் .... இப்போது கையிலேயே உலகத்தை காணும் வசதி இருக்கிறது .. அதற்காக ஒரு வருடத்திற்கு சந்தா கூட செலுத்தியாகி விட்டது... எல்லாம் இருந்தும், எதையும் சரிவர பயன்பாட்டுக்கு கொண்டு வருவதில்லை... பயன்படுத்துவதும் இல்லை ... வெத்து பந்தான்னு கூட சொல்லுவேன். அப்படித்தான் ஆகிப்போச்சி பொழப்பு ... அன்லிமிட்டட் சாப்பாட்டை வாங்கிவிட்டு அளவுச் சாப்பாடு சாப்பிடுபவனைப் போல அதை அளவாகத்தான் பயன்படுத்த முடிகிறது ... எல்லாவற்றையும் நினைத்துப்பார்த்தால்... எல்லாமே ஒரு மாயையாக தோன்றுகிறது ... இது ஒரு Duplicate வாழ்க்கை என்று நன்றாகவே உணர முடிகிறது ... வீட்டை மிதித்தவுடன் களைப்பில் 'சரி கொஞ்ச நேரம் கண்ணயரலாம்' என்ற நினைப்பில், தினசரி எனக்காகக் காத்திருக்கும் தலையனையைத்தான் கண்கள் தேடுகிறது ... இப்படியாக பல சுய பரிசோதனைகளின் வாயிலாக சில விஷயங்கள் உரைத்தன ... உணர்த்தவும் செய்தது .. இப்போது பண வரவு, சகல வசதிகளோடு இருந்தாலும், வாழ ஆசைப்படுவது என்னவோ நமது பழைய மனதுக்குப்பிடித்த நெருக்கமான வாழ்வைத்தான் ...! ஆயிரம் இருந்தும், வசதிகள் இருந்தும்.... நோ பீஸ் ஆப் மைண்ட் ... இதை படிச்சவங்களுக்கு புரியுதோ, புரியலையோ.. ஆனா அனுபவிச்சங்க இதை கண்டிப்பா உணருவாங்க ...!",Tamil,telegram,,
Happy independence 🎇 🇮🇳 day to all my dear 💗 indian brothers and sisters 🫡,happy independence day dear indian brothers sisters,English,telegram,,
"பெண்கள் ஓர் புரியாத புதிர்தான் அவர்கள் உள்ளத்தில் ஆயிரம் ரகசியங்கள் புதைந்துக் கிடக்கும் பொய்யல்ல மெய்யே பெண்கள் வெட்கத்தில் ""நாணம்"" கொண்டு தலை குனிவார்கள் துன்பம் வரும்போது ""நாணலைப்"" போல் வளைந்து நிமிர்ந்து நிற்பார்கள் வாழ்வின் பொறுமைக்கும் பெருமைக்கும் பெண்களே...!! பெண்களே நாட்டின் கண்கள் பெண்கள் வானம்பாடிப் போல் பறந்து செல்ல வாழ்த்துவோம்...!! அழுத குழந்தைக்கு அன்னை உமையாள் ஞானப் பால் ஊட்டினாள் அன்னை கலைவாணியோ கையில் வீணையுடன் தமிழ் பால் ஊட்டினாள் அன்னை பராசக்தியோ அநீதியென்றால் அஞ்சாமல் கையில் சூலாயுதமெடுத்து போரிடு என்றாள் பெண்ணே தெய்வமென்று முன்னோர்கள் சொன்னது முற்றிலும் உண்மையே.. பெண்களை போற்றி மகிழ்வோம் பெண்கள் அனைவருக்கும் மகளிர் தின நல்வாழ்த்துக்கள்...!!!","பெண்கள் ஓர் புரியாத புதிர்தான் அவர்கள் உள்ளத்தில் ஆயிரம் ரகசியங்கள் புதைந்துக் கிடக்கும் பொய்யல்ல மெய்யே பெண்கள் வெட்கத்தில் ""நாணம்"" கொண்டு தலை குனிவார்கள் துன்பம் வரும்போது ""நாணலைப்"" போல் வளைந்து நிமிர்ந்து நிற்பார்கள் வாழ்வின் பொறுமைக்கும் பெருமைக்கும் பெண்களே...!! பெண்களே நாட்டின் கண்கள் பெண்கள் வானம்பாடிப் போல் பறந்து செல்ல வாழ்த்துவோம்...!! அழுத குழந்தைக்கு அன்னை உமையாள் ஞானப் பால் ஊட்டினாள் அன்னை கலைவாணியோ கையில் வீணையுடன் தமிழ் பால் ஊட்டினாள் அன்னை பராசக்தியோ அநீதியென்றால் அஞ்சாமல் கையில் சூலாயுதமெடுத்து போரிடு என்றாள் பெண்ணே தெய்வமென்று முன்னோர்கள் சொன்னது முற்றிலும் உண்மையே.. பெண்களை போற்றி மகிழ்வோம் பெண்கள் அனைவருக்கும் மகளிர் தின நல்வாழ்த்துக்கள்...!!!",Tamil,telegram,,
"🙏நோன்பிருந்து இறைவனை வேண்டி... 🙏இல்லாதவர்களுக்கு வாரி வழங்கி..... 🥰உறவுகளுடனும், நட்புக்களுடனும் அன்பை பரிமாறி...🙏🙏 இறைவனை தொழும் நம் நண்பர்களுக்கு....💞 இனிய ரம்ஜான் பெருநாள் வாழ்த்துக்கள்.🌛🌝🙏🙏","நோன்பிருந்து இறைவனை வேண்டி... இல்லாதவர்களுக்கு வாரி வழங்கி..... உறவுகளுடனும், நட்புக்களுடனும் அன்பை பரிமாறி... இறைவனை தொழும் நம் நண்பர்களுக்கு.... இனிய ரம்ஜான் பெருநாள் வாழ்த்துக்கள்.",Tamil,telegram,,
"Sema story. Frds நாட்டை ஆண்டுகொண்டிருந்த மன்னருக்குத் திடீரென ஒரு சந்தேகம் உதித்தது. உடனடியாக அமைச்சரை வரவழைத்தார். “நான் இந்த நாட்டை இவ்வளவு நன்றாகவும், புத்திசாலித்தனத்துடனும் ஆண்டு வருகிறேன், ஆனால் இந்த நாட்டிலும் முட்டாள்கள் இருப்பார்கள் அல்லவா?” “ஆம் மன்னா!” “அப்படியானால் அவர்களில் முதல் ஐந்து முட்டாள்கள் யார்?? அவர்களைத் தேடிக் கண்டுபிடித்துக் கூட்டிக் கொண்டு வருவது உம் பொறுப்பு” என்றார். அமைச்சருக்கு ஒன்றுமே புரியவில்லை, புத்திசாலியைக் கொண்டு வரச் சொன்னால் ஏதாவது போட்டி வைத்து வெற்றியாளரைக் கொண்டு வரலாம். முட்டாளைக் கொண்டு வரச் சொன்னால்?? என்ன செய்வது சொன்னது மன்னராயிற்றே, “சரி மன்னா” என்று ஒத்துக் கொண்டார். ஒரு மாதம் நாடு முழுவதும் பயணம் செய்து இரண்டுபேரை மட்டும் கூட்டிக்கொண்டு வந்தார். அதைப் பார்த்ததும் மன்னர், “அமைச்சரே உமக்குக் கணிதம் மறந்து விட்டதோ??” “இல்லை மன்னா! முதலில் நடந்ததை விளக்க அனுமதிக்க வேண்டும்!” என்றார் அமைச்சர். “தொடரும்” என்றார் மன்னர். “மன்னா! நான் நாடு முழுவதும் சுற்றும்போது, இவன் மாட்டு வண்டியின்மேல் அமர்ந்துகொண்டு தன் துணி மூட்டையைத் தலைமேல் வைத்து, பயணம் செய்து கொண்டிருந்தான், ஏன் அவ்வாறு செய்கிறாய்? எனக் கேட்டதற்கு என்னைச் சுமந்து செல்லும் மாடுகளுக்கு வலிக்கக்கூடாதல்லவா? அதற்குத்தான் என்றான் – இவன்தான் நம் நாட்டின் ஐந்தாவது மிகப் பெரிய முட்டாள்.”’ என்றார் அமைச்சர். “சரி அடுத்து” “இதோ இவன் தன் வீட்டுக் கூரைமேல் வளர்ந்த புல்லை மேய்க்க, எருமையைக் கூரைமேல் இழுத்துக் கொண்டிருந்தான், இவன்தான் நம் நாட்டின் நான்காவது மிகப் பெரிய முட்டாள்” “களிப்படைந்தோம் அமைச்சரே! களிப்படைந்தோம்! சரி, எங்கே அடுத்த முட்டாள்?” “அரசவையில் தீர்க்கப்பட வேண்டிய பிரச்சினைகள் எவ்வளவோ இருக்கும்போது, அதையெல்லாம் விட்டுவிட்டு முட்டாள்களைத் தேடி, கடந்த ஒரு மாதமாய் அலைந்துகொண்டிருந்த நான்தான் மூன்றாவது முட்டாள்.” மன்னருக்குச் சிரிப்பு தாங்கவில்லை, விழுந்து விழுந்து சிரித்தார். பின்னர் “அடுத்தது” என்றார். ””நாட்டில் எவ்வளவோ பிரச்சினைகள் இருக்கும்போது அதைக் கவனிக்காமல் முட்டாள்களைத் தேடிக் கொண்டிருக்கும் நீங்கள்தான் இரண்டாவது” என்றார் அமைச்சர். ஒரு நிமிடம் அரசவையே ஆடிவிட்டது. யாரும் எதுவும் பேசவில்லை. “உமது கருத்திலும் நியாயம் உள்ளது. நான் செய்ததும் தவறுதான்” என ஒத்துக் கொண்டார் மன்னர். “சரி எங்கே முதலாவது முட்டாள்?” அமைச்சர் சொன்னார்.”மன்னா! அலுவலகத்திலும், வீட்டிலும் எவ்வளவோ வேலைகள் இருந்தாலும் அதையெல்லாம் விட்டுவிட்டு social media thaan குடியென வாழ்ந்து இந்த மொக்கையான கதையை மிக சுவாரசியமாக வாசித்துக்கொன்டு நாட்டின் மிகப் பெரிய முட்டாள் யாரென்று தேடி படித்துகொண்டிருக்கிறாரே இவர்தான் அந்த முதல் முட்டாள்!” அடடா அடடா அடடடடடடடா கக்கக்க போ😀😀😀😀😀😀😀😛😛😛😛😛","Sema story. Frds நாட்டை ஆண்டுகொண்டிருந்த மன்னருக்குத் திடீரென ஒரு சந்தேகம் உதித்தது. உடனடியாக அமைச்சரை வரவழைத்தார். நான் இந்த நாட்டை இவ்வளவு நன்றாகவும், புத்திசாலித்தனத்துடனும் ஆண்டு வருகிறேன், ஆனால் இந்த நாட்டிலும் முட்டாள்கள் இருப்பார்கள் அல்லவா? ஆம் மன்னா! அப்படியானால் அவர்களில் முதல் ஐந்து முட்டாள்கள் யார்?? அவர்களைத் தேடிக் கண்டுபிடித்துக் கூட்டிக் கொண்டு வருவது உம் பொறுப்பு என்றார். அமைச்சருக்கு ஒன்றுமே புரியவில்லை, புத்திசாலியைக் கொண்டு வரச் சொன்னால் ஏதாவது போட்டி வைத்து வெற்றியாளரைக் கொண்டு வரலாம். முட்டாளைக் கொண்டு வரச் சொன்னால்?? என்ன செய்வது சொன்னது மன்னராயிற்றே, சரி மன்னா என்று ஒத்துக் கொண்டார். ஒரு மாதம் நாடு முழுவதும் பயணம் செய்து இரண்டுபேரை மட்டும் கூட்டிக்கொண்டு வந்தார். அதைப் பார்த்ததும் மன்னர், அமைச்சரே உமக்குக் கணிதம் மறந்து விட்டதோ?? இல்லை மன்னா! முதலில் நடந்ததை விளக்க அனுமதிக்க வேண்டும்! என்றார் அமைச்சர். தொடரும் என்றார் மன்னர். மன்னா! நான் நாடு முழுவதும் சுற்றும்போது, இவன் மாட்டு வண்டியின்மேல் அமர்ந்துகொண்டு தன் துணி மூட்டையைத் தலைமேல் வைத்து, பயணம் செய்து கொண்டிருந்தான், ஏன் அவ்வாறு செய்கிறாய்? எனக் கேட்டதற்கு என்னைச் சுமந்து செல்லும் மாடுகளுக்கு வலிக்கக்கூடாதல்லவா? அதற்குத்தான் என்றான் இவன்தான் நம் நாட்டின் ஐந்தாவது மிகப் பெரிய முட்டாள். என்றார் அமைச்சர். சரி அடுத்து இதோ இவன் தன் வீட்டுக் கூரைமேல் வளர்ந்த புல்லை மேய்க்க, எருமையைக் கூரைமேல் இழுத்துக் கொண்டிருந்தான், இவன்தான் நம் நாட்டின் நான்காவது மிகப் பெரிய முட்டாள் களிப்படைந்தோம் அமைச்சரே! களிப்படைந்தோம்! சரி, எங்கே அடுத்த முட்டாள்? அரசவையில் தீர்க்கப்பட வேண்டிய பிரச்சினைகள் எவ்வளவோ இருக்கும்போது, அதையெல்லாம் விட்டுவிட்டு முட்டாள்களைத் தேடி, கடந்த ஒரு மாதமாய் அலைந்துகொண்டிருந்த நான்தான் மூன்றாவது முட்டாள். மன்னருக்குச் சிரிப்பு தாங்கவில்லை, விழுந்து விழுந்து சிரித்தார். பின்னர் அடுத்தது என்றார். நாட்டில் எவ்வளவோ பிரச்சினைகள் இருக்கும்போது அதைக் கவனிக்காமல் முட்டாள்களைத் தேடிக் கொண்டிருக்கும் நீங்கள்தான் இரண்டாவது என்றார் அமைச்சர். ஒரு நிமிடம் அரசவையே ஆடிவிட்டது. யாரும் எதுவும் பேசவில்லை. உமது கருத்திலும் நியாயம் உள்ளது. நான் செய்ததும் தவறுதான் என ஒத்துக் கொண்டார் மன்னர். சரி எங்கே முதலாவது முட்டாள்? அமைச்சர் சொன்னார். மன்னா! அலுவலகத்திலும், வீட்டிலும் எவ்வளவோ வேலைகள் இருந்தாலும் அதையெல்லாம் விட்டுவிட்டு social media thaan குடியென வாழ்ந்து இந்த மொக்கையான கதையை மிக சுவாரசியமாக வாசித்துக்கொன்டு நாட்டின் மிகப் பெரிய முட்டாள் யாரென்று தேடி படித்துகொண்டிருக்கிறாரே இவர்தான் அந்த முதல் முட்டாள்! அடடா அடடா அடடடடடடடா கக்கக்க போ",Tamil,telegram,,
"*சொன்னா நம்பமாட்டீங்க.* *ஆனா இது ஓர் உண்மை சம்பவம் தான்* *நான் ஒரு கர்ப்பினி பெண்ணை எட்டி உதைச்சுட்டேன்..☹️* ..... ...... ..... ..... . *என்ன..? 😳* ....... ....... ....... . *ஆமா, எங்கம்மா வயித்துல நான் குழந்தையா இருந்த போது.. 🏃🏃*","*சொன்னா நம்பமாட்டீங்க.* *ஆனா இது ஓர் உண்மை சம்பவம் தான்* *நான் ஒரு கர்ப்பினி பெண்ணை எட்டி உதைச்சுட்டேன்.. * ..... ...... ..... ..... . *என்ன..? * ....... ....... ....... . *ஆமா, எங்கம்மா வயித்துல நான் குழந்தையா இருந்த போது.. *",Tamil,telegram,,
#chocolateday வாச்சேனு சாக்லேட் ஒண்ணு வாங்கி கைல குடுத்தா... இன்னொரு சாக்லேட் தாங்க எம்பையனுக்குனு கேட்டு வாங்கிட்டு போறா தம்பி...,#chocolateday வாச்சேனு சாக்லேட் ஒண்ணு வாங்கி கைல குடுத்தா... இன்னொரு சாக்லேட் தாங்க எம்பையனுக்குனு கேட்டு வாங்கிட்டு போறா தம்பி...,Tamil,telegram,,
அனைவருக்கும் இனிய புத்தாண்டு நல்வாழ்த்துக்கள்🥳🥳,அனைவருக்கும் இனிய புத்தாண்டு நல்வாழ்த்துக்கள்,Tamil,telegram,,
#new year resolution,new year resolution,English,telegram,,
