text,source,label,severity
Yaarumey vaangatha maari therithu,whatsapp,,
Yaarum vangala,whatsapp,,
Right uhh vitruvom,whatsapp,,
https://youtu.be/wJZmIwb0vTk?si=tbVBZXSDL17VqibY,whatsapp,,
athukulayum video pathutiya machi,whatsapp,,
Already paathten da paathi,whatsapp,,
Ippo athu la irudhu continue,whatsapp,,
jefin itha vilakuvan,whatsapp,,
Jeffin ah adiga sa,whatsapp,,
@⁨~ROJAR😎⁩ inth bunda mavan ingu vara vendum,whatsapp,,
Deiii kena pundaingala yenna da aachu,whatsapp,,
Oh idhuvaa 🤣🤣🤣,whatsapp,,
Adha onnum panna mudiyaadhu nanbargaleyy,whatsapp,,
arumai da,whatsapp,,
Neeyum ithey maari panu da,whatsapp,,
En da placement pora,whatsapp,,
Ada venna,whatsapp,,
"Na , thols lam varom heal panu",whatsapp,,
Onaku laam heal laam panna mudiyaadhu,whatsapp,,
Only curse dhaan,whatsapp,,
apo oombu,whatsapp,,
Sataneyyyyy,whatsapp,,
Pundaiya moodu,whatsapp,,
Ada kiruku koodhi 😂,whatsapp,,
sataney vanthu kneel down podu,whatsapp,,
Christanavaney disturb seiyathey avana assault aaga enni vidatheyy,whatsapp,,
Holy shit😂,whatsapp,,
Dialogue uh Vera 😂,whatsapp,,
Nee vandhu oombu,whatsapp,,
Karuthareyy nee paadu sakaraiyee varathuu..,whatsapp,,
Happy aaga paadi bp ae varathu,whatsapp,,
satan ku support pandringa apo neenga oru satana,whatsapp,,
Hmm ama onna okka vandha satan 😂,whatsapp,,
seri junni oombu plzzzzzzz,whatsapp,,
Pundaiya viri plzzzzzz,whatsapp,,
Chii pombala,whatsapp,,
Pombala satan irukuma ?,whatsapp,,
Nee dhaan irukiyeyyy,whatsapp,,
9satan thevadiya satan da nee,whatsapp,,
Potta pombala satan da nee,whatsapp,,
@⁨Clg Ahamed Meeran Dhanish⁩ intha 9 satan ah veliya thorathuga bhaii,whatsapp,,
Alla uh akbhar,whatsapp,,
Ethana peru ooda pool ah kadichaaa 9 sataneyyy👻,whatsapp,,
Nee ethana perta ooolu vaanguna thevudiya sataney😂🤣,whatsapp,,
Athu neee tha panaa sataneyyy… booommm veliyaaa po ilana kathara kathara oopen unaaaaaa💀..,whatsapp,,
Oh yenta dhaan oolu vaanguniyaa......,whatsapp,,
Unaaa thandaaa thevadiyaa oopagaaa,whatsapp,,
Nee dhaan da ooluu vaanguva😂,whatsapp,,
@⁨Thols💫 Kuchi Naai⁩ yara da oopa ? Inga,whatsapp,,
Elaru kitiyum kelu,whatsapp,,
Una tha opaga,whatsapp,,
Nee sethalum una summon pani oopom da,whatsapp,,
Oh summon panni olu vaangura aala nee,whatsapp,,
Tami theriyum thane ?,whatsapp,,
Telusa ?,whatsapp,,
Gotha ?,whatsapp,,
Yethana aavita oolu vaangiruka?,whatsapp,,
En da sonathey thirupi thirupi solitu iruka thevadiya satan,whatsapp,,
Un pundaiya kilichi thonga vidren da,whatsapp,,
Apdi dhaan solluven sunni chappiii,whatsapp,,
Vaai ley kuduthu vita seri airuva,whatsapp,,
Yedhaavudhu nalla kodiya paathu neeye thongiko onta dhaan punda Iruku,whatsapp,,
Dailyy suni sapitu irudha apudi thanda punda irukum,whatsapp,,
Onnoda kundila yeh kuduthadhuku apramum nee seri aaga maatikuriyee,whatsapp,,
Paathiya onnoda experience eh sollura,whatsapp,,
"Un pundaiya kilinchi thongitu thanda iruku , daily thols kita ole vaangura la , aids kita ole vaangura la , dindigul naai ootha punda",whatsapp,,
Neeye oru ooru ootha baadu 😂,whatsapp,,
Korangu poola poi sappitu thiriyura thevudiyaa😂,whatsapp,,
Pachiko,whatsapp,,
Nee oomba vendaam,whatsapp,,
Padichiko*,whatsapp,,
Nee oombikoo,whatsapp,,
Na oomba maaten da una maari thevadiya tha vanthu oombu,whatsapp,,
Neee thevudiya dhaana oomba dhaana seivaa,whatsapp,,
Dei poolu poola sapitu irudha thevadiya thane nee,whatsapp,,
Dei poolu kuda padutha munda,whatsapp,,
Pussy la olu vaanguradha nippaatitu ipolaam ass la olu vaanguriyaamey daa,whatsapp,,
Nee kundila oolu vaangura thevudiya dhaana nee,whatsapp,,
Nee manushan venam nu pulu ah suthu la vitu orgasam aitu irukiyameyy,whatsapp,,
Nee vaagunathu lam en da enkita solitu iruka pulu munda,whatsapp,,
Nee kunju illaamaley rubber kunju vachu sappikittu sogam kandukuriyaamey,whatsapp,,
"Dei electric eel ah un pundai la vitukoo, shock ley iru da punda manaveyy",whatsapp,,
Nee dhaan daa daily uhm vaangitu iruka,whatsapp,,
Nee puffer fish eh onnoda pundaila vittuko ulla poi perusaa aagidum onaku seriyaana orgasm kedaikum,whatsapp,,
"Unaku rubber kunju kuda ila rubber pundaiya vachitu , thevadiya thanama road la suthitu iruka thane da , puluu kita poi oole vaangu",whatsapp,,
Pambu edthutu varennn pambu pool pudichi oombu,whatsapp,,
Amaa daa naa rubber pundaila yennoda sunniya vittupen onaku andha rubber kunja sappitu dhaanaa iruka😂 kunju Illaama😂,whatsapp,,
"Naai kita ole vaagitu , naai kudi la maatikita thane da nee ? En da naai kuda thevadiya thanam panuraaa",whatsapp,,
Paamba pudichu oombirupa polaiye,whatsapp,,
Punda mavaneyyy padika theiryuma ? Ila kunju eduthu kannula nonditaga ? Kandraoli sonatheyy maathi solitu iruma,whatsapp,,
Iruka*,whatsapp,,
Nee eli palli kittalaam olu vaangitu adhu pathaama onnoda punda perusa irukuradhu naala innum periya sunni Venum nu kudhirai ta poi oolu vaanguniyaa aamey,whatsapp,,
"Nee oombu , naai ah oombu , maadu pudichi oombu da",whatsapp,,
Nee kudhiraita oluu vaangu pooo😂,whatsapp,,
Kudhirai ootha baadu 😂,whatsapp,,
"Thevadiya un pundai la zoom ae iruku da , un pundai la vaai vaikatha animals ae ila da thevaidya munda , high class munda nu ranking la iruka nee",whatsapp,,
Pulu kita oole vaaguna ole maari punda,whatsapp,,
Andha grand canyon ku ulla andha kudhirai ku dhaan crt ah irukum illa adhuvum crt ah illana yaanai eh maathikoo,whatsapp,,
Adhuvum sogam kudukalanaa hippopotamus and yaanai rendaiyum sethu vachu oolu vaangikoo,whatsapp,,
"Un punda thanda grand canyon maari iruku , wildlife sanctuary maari irukura elam animals kita ole vaagitu iruuuu thevadiya",whatsapp,,
Aduthu aavi pei kuda lam padu da thevadiyaaa payaalryyy,whatsapp,,
Deii vera yosichu sollu naa solradhaiyey solra paaru,whatsapp,,
"Kuthi nee vaaguna ole lam inga solitu iruka , tunnel kuthiyaney",whatsapp,,
Neee ombodhu koodalaam paduthu oombu vaangura nu kelvi paten,whatsapp,,
Canyon thevudiyaa,whatsapp,,
"Thevadiya unaku athu thanda crt uh , nee oole vaagunathu thane da sola mudiyum",whatsapp,,
Pulu mundaaa,whatsapp,,
Illa daa thappa solra yenkitta nee olu vaanguradha sollitu iruka,whatsapp,,
"Septic tank munda , septic tank la irukura pee ah eduthu un suthu la soorugiko",whatsapp,,
Periya pundaiyaa vachurukalla onaku hippo dhaan crt ah iruku,whatsapp,,
Unkita pool ae ila da pottachi,whatsapp,,
"Ivolo naal Naa kuduthuten, Aids pasaingaltaiyum yellaathaiyum oolu vaangiyum onaku satisfaction aagala",whatsapp,,
So onaku animals dhaan crt ah irukum,whatsapp,,
Giraffe eh vachu ulla vitukoo daa for deep penetration,whatsapp,,
"Un pundaiya paaru da ole vaagi vaagi , ketu poiruchu vera pundaiya paaru. Una oothu oothu aii pora pipeline lam un punda la connect aagi athu la aii varuthu nu customer solraga",whatsapp,,
Customer un pussy la vita aii veliya varuthu nu solraga,whatsapp,,
Nala kai ah vitu clean panu di punda,whatsapp,,
Deiiii nee pundaila olu vaangi punda perusa aagi aduthu suthulaa oolu vaanga arambichuta daa kena punda,whatsapp,,
Soothula oolu vaangunadhuku apramum nippaatuva nu paathaa 4 some 8 some laam animals kooda pannitu iruka,whatsapp,,
Avusaari koodhiiii🤣,whatsapp,,
"Kuthii nee ole vaangi ole vaangi un pundai kilinchiii suthu varaikum poi ippo aii , pee , susu , elameyyy un kuthii ley varuthu daaa",whatsapp,,
Oru manidhanaaala yepudii ipdi animals kitta oolu vaanga mudiyum nu nirubichuta da kena punda,whatsapp,,
"Avusaari munda unaku pundaiyeee ilama poiruchu , septic punda mavaneyy",whatsapp,,
Deii idhey msg 3 aavudhu time podura da loose uh punda 😂,whatsapp,,
Yen pudhusa yedhuvum Theriyala ya onaku kenaa punda😂,whatsapp,,
Kutty kunju thevudiyaa😂,whatsapp,,
Sry kutty punda thevudiyaa 😂,whatsapp,,
"Nirumi punda , un pundai la thanda aids corona lam vanthuchuu. Chinsese kaaran kita ole vaangituu enga da thediya maari pesitu irukaa",whatsapp,,
Aiyoo again sry periya punda thevudiyaa 😂,whatsapp,,
🤣🤣🤣,whatsapp,,
Dei pulu kita ole vaaagitu ena da siripu da thevaidya ?,whatsapp,,
"Nee elameyy orey msg thanda punda , makku kuthiyan",whatsapp,,
Nee dhaan china la irukura vavaal pool yellaathaiyum sappitu Inga vandhu yellaa poolaiyum sappii corona parappi vittuta da punda,whatsapp,,
"Yosika kuda mudiyala septic punda,",whatsapp,,
Mada pundaa 😂 potadhaiyey again again podraan paaru makku thevudiyaa😂,whatsapp,,
Un septic pundai la irudhu thanda elamey oolu potu virus paravuthu thevadiya da,whatsapp,,
Nirumi punda,whatsapp,,
Thevaidya poi padichi paara kandroli na potheyy enakeyy potutu irudhaa makku kuthi,whatsapp,,
Nee sonthama yosika time tharenn,whatsapp,,
Onnoda kundila irundhu vara pee thinnu irundhaavudhu onaku moola punda valandhurukum konjam aadhu suya pundaiya yoosichurupaa,whatsapp,,
Pulu munda,whatsapp,,
Septic munda,whatsapp,,
Thevadiya munda,whatsapp,,
Para munda,whatsapp,,
Aprm ?,whatsapp,,
Nee sondhama oombuuu,whatsapp,,
Apram onnoda pundaila ookuradhu dhaan😂,whatsapp,,
Na sondhama una ookuren nee sondhama vanthu oombu,whatsapp,,
Vera yenna vela 😂,whatsapp,,
Nee poii animals eh pudichu oombuuuu,whatsapp,,
"Ohh , nanum paakuren evlo neram en suni ah oombitu irupa nu",whatsapp,,
Nan tha sonen una🤣 sondhama pesu da nirumi munda,whatsapp,,
Thappa solra paaru yevolo neram onnoda periya pundaiya ookuren nu kekanum nee,whatsapp,,
Unaku ena da thevadiya venum ? 1rs poduren en poola vidu,whatsapp,,
Adeii avusaari munda indha paathiya sondhama ndradha kooda yenta irundhu aataiya podra thevudiya paiya😂,whatsapp,,
Adhu dhaan yen sunniya un pundaila irundhu yedukuren 10 ruba kudu,whatsapp,,
Evlo venum solu romba oombatha pouthum di munda … mudiyala da en suni ah romba kadikura,whatsapp,,
10 ruba kuduthaaley podhum daa naa onna vandhu nalla open 😂,whatsapp,,
Un oombu ku 10rs aathigam da,whatsapp,,
Avlo lam thara maaten,whatsapp,,
Una maari septic mundai ku .2rs varen,whatsapp,,
Tharen,whatsapp,,
Ballon vaangi ula vituko,whatsapp,,
Onna ookuradhuku nee marandhutey iruka paaru yenta ivolo neram oolu vaangunadhu naala onaku pundai irukuradey marandhuta pola😂,whatsapp,,
Ilana naai kuda ole vaangiko,whatsapp,,
Onaku sunni irukura maari oru illusion create aagiduchu onaku😂,whatsapp,,
Evlo neram da ippudi oombitu irupa ?,whatsapp,,
Nee kudhiraiya poi sappikoo😂,whatsapp,,
Indha paaru illusion thalaiku eridhuchu ass la kuthu vaangunadhu naala 😂,whatsapp,,
Again again onaku sunni irukunu nambitu iruka,whatsapp,,
"Dei pulu munda , vaai kuthi lam kilichiruven da suni romba oombitu irkathaaaaa",whatsapp,,
Ana onaku periya punda hippo sunniya vidra alavuku punda irukuuu,whatsapp,,
Othukooooo,whatsapp,,
Pundaiya virichutey irukaadha daa neee 😂,whatsapp,,
Athey thanda neeyum en pool la irudhu kanji varuthu nu en sutha puduchi sapitey en pee ah thinutu iruka,whatsapp,,
En pee epudi iruku ?,whatsapp,,
Taste ?,whatsapp,,
Un pundai la theichiko lubricant ae theva ila inimey,whatsapp,,
Deii naa onna otha oolu laa onaku kundila irundhu pee eh vandhuduchu daa😂,whatsapp,,
Andha alavuku oolu vaangita daa yenta,whatsapp,,
Neee oombi oombi en sutha oomba poiita da nee punda,whatsapp,,
Onnoda ass la yevolo kuthunaalum friction eh kedaika maatikudhu avolo perusa iruka daa,whatsapp,,
Onaku punda matum dhaan perusa nu nenachen anaaa kundi uhm perusa dhaan Iruku,whatsapp,,
Perutha kundi thevudiyaa 😂,whatsapp,,
Un pundai la kuthuna apudi thanda irukum🤣,whatsapp,,
Perutha septic munda 🤣,whatsapp,,
Ivolo peru onnoda kundila kuthirukaaingalla adhaan apdi aagiduchu onnoda kundiii😂,whatsapp,,
Periya kundilaiye perutha kundii da onaku,whatsapp,,
Romba oombatha da pothum poi vera pool ah kadichitu iruuuu,whatsapp,,
Hippo ta laam oolu vaanguralla apram yepdi perusa dhaana irukum,whatsapp,,
Nee Vera animal kooda poi paduuu,whatsapp,,
Onaku hippo uhm salichu poirukum,whatsapp,,
En da athu pool ah pudichi lam oombitu iruka ? Animal lover ah nee ?,whatsapp,,
So yaanai poola poi sappu adhulaiyum nee expect dhaan,whatsapp,,
Anaa pallu padaama sappi vidu yaanaiku,whatsapp,,
Dei pothum da 🤣 romba nerama elar poolaiyum oombitey iruka pothum da,whatsapp,,
Illana onnoda pundaiyaa nasukki pudum paathukoo😂,whatsapp,,
Deii pothum da viittunga 💀,whatsapp,,
Amaa podhum naanum innaiku romba oothuten onna 😂,whatsapp,,
Innoru naal onna ookuren🤣,whatsapp,,
"Una pool ae ila da punda, pulu mundaaa en di unachu susu aee suthu la irudhu thane varumm",whatsapp,,
Ok done 🤣🤣🤣,whatsapp,,
Stayfree potuko,whatsapp,,
Nee rubber kunju vachukooo😂,whatsapp,,
Ena da pedigree thevadiya,whatsapp,,
Yennada sori naai thevudiya,whatsapp,,
Naai pool ah sapanum nu pedigree thina punda thane nee,whatsapp,,
Nee hippo eh oombanum nu yaanai ta training yeduthavan dhaana nee,whatsapp,,
Condom kuda use stayfree blood favlour la kitiyam,whatsapp,,
Yaanai yey oombitom hippo vaa oomba maatoma nu onaku oru dhairiyam😂,whatsapp,,
Nee naai ooda period blood ah un pundai la theichiko,whatsapp,,
Hiipo ooda pee ae kunju maari tha varum eduthu ula vitu oothuko di munda,whatsapp,,
Nee hippo da cum eh onnoda pundaila vittuko and segarichu vachu apo apo yeduthu kudichukoo😂,whatsapp,,
Ohh apo onaku neraiya experience irukum pola😂,whatsapp,,
Hippo oda pee eh thinnu adhuta oolu vaangi yellaa experience uhm irukum pola,whatsapp,,
Potta naai periods ooda irukum athu kundi ah sappu po inga romba neram en pool ah oombatha,whatsapp,,
Hippo una kudi adichathu tha elamrumey paathu kai adichi un monji pundai la eject panura mandi podu,whatsapp,,
Indha paaru again again maathi solra paaru onaku punda dhaan Iruku sunni illa onnoda periya pundaila naa othutu iruken andha illusion la onaku sunni Iruka maari theriyudhu,whatsapp,,
Ipo onaku hippo kittaiyum oolu vaangura maari theriyudhu,whatsapp,,
"Illusion la nee thanda iruka ? Pool ah sappu da na, sutha sapitu pee ah urinjitu iruka da thevadiya pundaaa, semi soli pee venum nu ketu en sutha sapitu irukaaa",whatsapp,,
Suthula oothutu iruken nee yennoda pool eh dhan sappi yedupen nu urudhiya Iruka,whatsapp,,
Ena da punda olaritu iruka,whatsapp,,
Naa adhaiyum dhaaralama kuduthutu iruken Neeyum sappitey dhan iruka,whatsapp,,
Pee thina mayakathula iruka,whatsapp,,
Po po,whatsapp,,
Aanalum onaku satisfaction eh aaga maatikudhu,whatsapp,,
Yenna pannadhaan da onnoda pundai satisfaction aagum,whatsapp,,
Innum Venum Venum nu thudichutey irukuu😂,whatsapp,,
Ama da née olungaa oombuna thane en suthu la vaai ah vachitu iruka ena panurathu,whatsapp,,
Suthula sunniya vachutu iruken,whatsapp,,
Suthu avlo pudichiruka ilana en pee avlo taste ah iruka ?,whatsapp,,
Illusion create aaga arambichuduchu again😂,whatsapp,,
En pee ah thinu seri airum,whatsapp,,
Po poo nalla pesa kathukittu vandhu pesu poo😂,whatsapp,,
Periya punda thevudiyaa 😂,whatsapp,,
"Ilana potta naai ooda periods ah kudi , ovum ah kadichi thinnu",whatsapp,,
Onaku andha pee yeh naa onnoda pundaila heavy kudukuradhu naala dhaan varudhu,whatsapp,,
Ilana sethupona ambala kunju ah pudichi oombu,whatsapp,,
Avolo addict aagita yennoda sunni ku,whatsapp,,
Ketu pona kottai ah kadichi thinu da pundaa,whatsapp,,
Nee dhaan sonniye summon panni olu vaanguven nuu poo po sudu kaatuku poi yaaraiyaadhu summon panni aavigal kooda oolu vaangitu vaa 😂,whatsapp,,
Jeffin na suni ilatha motta munda nu oorukey theriyum da thevadiyaa,whatsapp,,
Adhulaiyum old age aavigal neraiya suthumaam avaingalukum sethu pochu poi oombu pooo thongi pona sunniya,whatsapp,,
"Nee  summon la pana venam, mortuary la irukura body pool lam ooombuu",whatsapp,,
Nee oru ooru ootha baadu nu oorukey theriyum naa sollita Iruka mudiyum adhellaam😂,whatsapp,,
"Gundu munda irukum , athu molaiya kadichi elu kaambu veliya varum athu pudichii oombikoo",whatsapp,,
Onaku dhaan aaviya pidichu oombunaadhaan satisfied aava nu iruka so onaku adhu dhaan crt ah irukum,whatsapp,,
Hippo va vittu oothachu,whatsapp,,
Naanum oothu Olunga vittuten,whatsapp,,
Aanalum onnoda punda satisfaction aaga maatikudheyy😂,whatsapp,,
Kammbu oombii munda,whatsapp,,
Enaku punda ila da,whatsapp,,
Aavilaiye kundaana aaviya pudichu nalla sappi iluuu apram adhoda sunniya onnoda pundaila vittuko😂,whatsapp,,
Hippo oombi thevudiyaa 😂,whatsapp,,
Indha paathiya again aarambichuta😂,whatsapp,,
Evlo neram oombura nu paakuren,whatsapp,,
Oombiko,whatsapp,,
Innum illusion laiye irukiya da sunniii😂🤣,whatsapp,,
Andha alavuku othuputtenaa daa onna😂,whatsapp,,
"Ama da , unaku pool iruku nu elaraiyum namba vachi romba nerama oombitu iruka",whatsapp,,
Oonan ah oothiya ? Ila ole vaaguniya ? Udumbu kita lam epo ole vaanga pora,whatsapp,,
Yenaku poolu irukuradhu naala dhaan da onnnoda pundaila othu onnaiyavey ivolo illusion aagura alavuku aakiruken kiruku punda,whatsapp,,
Sili munda da nee poda poi oormaa aalu,whatsapp,,
Nee olu vaanguna nu kelvi paten 😂,whatsapp,,
Evlo da neram unaku pool iruku nu aaluguva 🥲,whatsapp,,
Cheri da unaku pool iruku da poda,whatsapp,,
Adhuvum chameleon kittalaam poi pudhusu pudhusaana color la dhaan yennoda pundaila oolu vaanganum nu vaanguriyaamey daa,whatsapp,,
@⁨Thols💫 Kuchi Naai⁩ neeyum soliru da ilana intha munda aaluthutey irukum,whatsapp,,
🥲🥲🥲,whatsapp,,
@⁨Thols💫 Kuchi Naai⁩ Neeyum solliru daa jagan ku punda ulla munda dhaan nu 😂,whatsapp,,
"Cheri cheri da aalatha , innoru naal nerla vanthu oombiko",whatsapp,,
Seri seri nee Adutha time pudhusa yedhaavudhu kandupiduchu vandhu sollu😂,whatsapp,,
Yellaam arundhu ponadha pottutu iruka,whatsapp,,
"Dont cry Jeffin, unga septic mundaiku nalathu tha nadakum",whatsapp,,
Maluppu maluppuuu🤣,whatsapp,,
Punda valikudhaa😂,whatsapp,,
"Una maari illusional mundaiku evlo thanda , intha bathil ae pothum",whatsapp,,
Hippo va vida solliko 😂 seri poidum valikaadhu😂,whatsapp,,
Naai ooda padutha mundaiku ithu pothum,whatsapp,,
Nerla irudha sethuruva,whatsapp,,
Nee kudhiraita oolu vaangitu vandhu Inga yentaiyum ooolu vaangurellaa adhaan ipdi 😂,whatsapp,,
Un mandi poda vitu ookanum,whatsapp,,
Thevadiya enaku vela iruku da nee poi elaru kitiyum ole vaangitu iru da,whatsapp,,
Yepdi yennoda sunniya oombu oombunu oombi yenna kondruviya🤣,whatsapp,,
Pallu podra thevudiya va nee😁,whatsapp,,
Yenakum vela Iruku daa,whatsapp,,
Naalaiku yenaku exam da kena punda,whatsapp,,
Po po better luck next time 😜😜😁,whatsapp,,
Nee ole vaangi kuda pass airuva da cuz nee top class munda da,whatsapp,,
Next clean en sutha nakkum pothu nala clean ah nakkiru,whatsapp,,
Area la neriya potta naai ku periods irukam.. jeffin vaai tha athuku lam stayfree whisper ahm 🤣.. poi nala uri da munda <This message was edited>,whatsapp,,
Andha potta naaiyallaathukum poi kundi kaluvittu dhaana irundha 😂,whatsapp,,
Ila da athuvum jeffi vaai ah vachi nakkiruvan🤣,whatsapp,,
Apdiye onnoda pundaiyum adhoda pundaiyum comparision pannitu yedhu perusu nu paathiyaamam,whatsapp,,
Kelvi patten,whatsapp,,
Nee pundaiya virichu kaatiruva😂,whatsapp,,
Adhuku apram andha potta naaiyoda aalu ambala naai ta oolu vaanguva,whatsapp,,
Yenda ipdi sunniku alaiyura thevudiyaava iruka😂,whatsapp,,
Avusaari koodhiiii,whatsapp,,
Dei 9,whatsapp,,
Innuma da oombitu iruka nee,whatsapp,,
shivraj pathi pesathinga da inga than irukan,whatsapp,,
Ena da,whatsapp,,
Adan gottha,whatsapp,,
@⁨Nithish Ksr⁩,whatsapp,,
Polam,whatsapp,,
Jan okay,whatsapp,,
Jan la konjam peru internship poiruvanga daa,whatsapp,,
Placement vera irrukum,whatsapp,,
@⁨Clg Jeganmurali⁩ room laya iruka?,whatsapp,,
Nooo,whatsapp,,
Yaru iruka,whatsapp,,
Ragavan,whatsapp,,
Manoj,whatsapp,,
Seri ok,whatsapp,,
Evening poganum Nalaiku match iruku,whatsapp,,
House owner manoj ah ketuko da,whatsapp,,
Machi house owner kita matikita 😂,whatsapp,,
Oombu poi,whatsapp,,
Avan pool ah pudichi,whatsapp,,
Dai punda antha punda kita tha  da,whatsapp,,
Poiii,whatsapp,,
Sollita 2 day ku Monday pay pandrom nu,whatsapp,,
Avannn pool ah oombuuu,whatsapp,,
That 400,whatsapp,,
Pay paniteyy iruu,whatsapp,,
Kandaraoli,whatsapp,,
Maatikama iru,whatsapp,,
Athu tha mall tha pandra nu sollita machi 😂,whatsapp,,
Na pesuren,whatsapp,,
Ne avala patho <This message was edited>,whatsapp,,
Deiii shave panatha da,whatsapp,,
Nalaikki,whatsapp,,
@⁨Clg Jeganmurali⁩,whatsapp,,
Mild ahh eduthutu va romba venam,whatsapp,,
Na clean shave la iruken,whatsapp,,
Irupen,whatsapp,,
Machi yaravathu python mid level project vechuruntha send pannuga da,whatsapp,,
Illa machii,whatsapp,,
Trim pandra,whatsapp,,
Already kuduthadhu mid level illaya,whatsapp,,
Ethu da,whatsapp,,
Perambalur,whatsapp,,
Raja Raja cholan koottai,whatsapp,,
Queen bathing Area,whatsapp,,
Paathu kai adi😂,whatsapp,,
Gotha yaara ivan 😂😂,whatsapp,,
Dai punda ava photo edutha ennakai teriyathu antha file room vachitu vanthuta poi jegan ommbu,whatsapp,,
Yaru nu teriuma ommba vanthu ta,whatsapp,,
Po da potta mudincha unnaku sticker potavanku reply sticker podu,whatsapp,,
Dai punda ne tha main criminal 😂,whatsapp,,
Messi messi oyo messi,whatsapp,,
Pub ah ?,whatsapp,,
Enga da irukinga ?,whatsapp,,
Muthu ah thookitu poi oolunga sa,whatsapp,,
Eshtu bro ?,whatsapp,,
Only 50,whatsapp,,
Season,whatsapp,,
Dei lavade,whatsapp,,
Daily ennoda ATM card yaaratayum irrukanu parunga da,whatsapp,,
SBI ATM,whatsapp,,
Tholanjucha?,whatsapp,,
Ila da yaaro vanguna maari nabagam...aana yaarunu therila,whatsapp,,
Nee apudi save paniruka da fool,whatsapp,,
Theriyum da,whatsapp,,
Irunthalum paaka comedy ah irukku,whatsapp,,
https://youtube.com/shorts/p1R9mpezxh0?si=NDW2YlcdqDuAQFuF,whatsapp,,
Raja paiyan da,whatsapp,,
Bala ooda aadalum paadal nigalchi ah ?,whatsapp,,
Neegalchi*,whatsapp,,
Apdina,whatsapp,,
Item dance,whatsapp,,
Village side,whatsapp,,
ஆடளும் பாடலும் நீகழ்ச்சி,whatsapp,,
https://youtu.be/Mhz-_DCKFcA?si=Jt-vBlSjhloIeLzT,whatsapp,,
Dhanish ❌ kottai veriyan✅,whatsapp,,
🔥🔥,whatsapp,,
Enda samanthamae illama enna adikuringa ?,whatsapp,,
Files la neega irukiga bro,whatsapp,,
Kedu kettavane,whatsapp,,
Bala teach me raa,whatsapp,,
@⁨Clg Bala Murugan AI&DS⁩,whatsapp,,
Caption: Girls only know why they avoid auto rides,whatsapp,,
User not found,whatsapp,,
Otha jegan nu,whatsapp,,
Dp ah mathu da,whatsapp,,
Mathi send panni tholanjuran,whatsapp,,
Machi epdi iruku,whatsapp,,
1st half ultimate,whatsapp,,
Right uh,whatsapp,,
Thevidiya paiya,whatsapp,,
3/5,whatsapp,,
Nee over hyped ah poirukka twitter la reviews lam 4/4.5 irukku da,whatsapp,,
2/5,whatsapp,,
Neega hype aaga venam nu tha sonen,whatsapp,,
4/5 tharalam,whatsapp,,
Padam part 3 varuma?,whatsapp,,
2nd half emotional driven but dragged,whatsapp,,
Rightu,whatsapp,,
Yaara avan ??,whatsapp,,
Avan thaan vibe  eh😭,whatsapp,,
😂😭 kodurama reels panuraneyy,whatsapp,,
Yaara ivan,whatsapp,,
Santhosh-Man,whatsapp,,
Ada okkali ithu egada irrukuu,whatsapp,,
Room la,whatsapp,,
Nee v2 la illaya,whatsapp,,
Santoshin sandhosamana natkal,whatsapp,,
Ada kunja arutha koothi,whatsapp,,
Why da ambi bad words 😔,whatsapp,,
Sry da kunju uh,whatsapp,,
Ennoda mansion la,whatsapp,,
Csk kadha mundichi ?,whatsapp,,
Avan tha periya velai ah paathu vitu poitan 😂,whatsapp,,
https://youtube.com/shorts/RXocFTLq4F8?si=bg0rTOsfutCx8ztC,whatsapp,,
Kastam nanba,whatsapp,,
🔥🔥🔥,whatsapp,,
https://youtube.com/shorts/LBhUFaUMdKA?si=hrBS2wsR4wdsJwvx,whatsapp,,
machi ithula vijay face parungada,whatsapp,,
Grmini pro venum Nanbargale,whatsapp,,
Gmail account <This message was edited>,whatsapp,,
??,whatsapp,,
Onnu illa macchi plagiarism check pannathu Muthu danish RaGaVaN keata antha grpla potea,whatsapp,,
@⁨Clg Muthu Kumar⁩ dei periya pool ah nee,whatsapp,,
Machi jananayagan intro leak aidichu da,whatsapp,,
Farewell padam🥀,whatsapp,,
Anupu da,whatsapp,,
Venuma da,whatsapp,,
Intha padam ae super ah iruku da,whatsapp,,
Dei mothama leak panranunga da,whatsapp,,
"Cameo,climax,intro, Thalapathy kacheri song uh",whatsapp,,
X la paathen ila,whatsapp,,
Antha leak pannuruvan ta motha padam um irukku da,whatsapp,,
Tamilmv la upload pannirukanga da😂😂,whatsapp,,
Serious ah da avan touch pannuran full runtime um theriyuthu,whatsapp,,
Trim pannirukan motham 5 mins leak,whatsapp,,
Othaaaaa,whatsapp,,
Kesariiii,whatsapp,,
Full padatha leak panna solra,whatsapp,,
Amazon prime la irukum da,whatsapp,,
Title matum mathi podu,whatsapp,,
Pooja varamatalae,whatsapp,,
😊,whatsapp,,
Sunniya puduchu oombu,whatsapp,,
Thambi nalatha paesupa,whatsapp,,
Kunju aruka padum thambi,whatsapp,,
Already done,whatsapp,,
Epo da clg vara,whatsapp,,
Better than beast,whatsapp,,
17,whatsapp,,
Leak pannatha da,whatsapp,,
Anna pathi pathi la vaenam,whatsapp,,
Full a vantha mattum sollu,whatsapp,,
Avlo thaan da punda tamilmv la irukku😂,whatsapp,,
Fulla leak ava chance eruka,whatsapp,,
Oyya kuthi dei punda😂😂,whatsapp,,
